Y16	Y15	Y14	Y13	Y12	Y11	Y10	Y9	Y8	Y7	Y6	Y5	Y4	Y3	Y2	Y1	COUNT	PERCENT
0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0.004635209
0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0.0092704181
0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	17	0.0787985538
0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0.0092704181
0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0.004635209
0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	21	0.09733939
0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0.0092704181
0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	4	0.0185408362
0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	20	0.092704181
0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	6	0.0278112543
0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	3	0.0139056271
0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0.004635209
0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	2	0.0092704181
0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	3	0.0139056271
0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	6	0.0278112543
0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	10	0.0463520905
0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	4	0.0185408362
0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0.004635209
0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.0463520905
0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	82	0.3800871419
0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	10	0.0463520905
0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0.004635209
0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	2	0.0092704181
0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0.0139056271
0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0.004635209
0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	15	0.0695281357
0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0.004635209
0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	2	0.0092704181
0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0.004635209
0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0.004635209
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.0278112543
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0.004635209
0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0.004635209
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	19	0.0880689719
0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0.0139056271
0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	2	0.0092704181
0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	4	0.0185408362
0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0.004635209
0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	10	0.0463520905
0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	2	0.0092704181
0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0.004635209
0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0.004635209
0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0.004635209
0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0.004635209
0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	2	0.0092704181
0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	2	0.0092704181
0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0.004635209
0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0.004635209
0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0.004635209
0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0.004635209
0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	45	0.2085844072
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0.004635209
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	9	0.0417168814
0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3	0.0139056271
0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	122	0.5654955038
0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	0.0139056271
0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	44	0.2039491981
0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0.0092704181
0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	2	0.0092704181
0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	2	0.0092704181
0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0.004635209
0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0.004635209
0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	0.0139056271
0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0.004635209
0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0.004635209
0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0.0231760452
0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0.004635209
0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	44	0.2039491981
0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0.004635209
0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	11	0.0509872995
0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	2	0.0092704181
0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	4	0.0185408362
0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0.004635209
0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	12	0.0556225086
0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	6	0.0278112543
0	0	0	0	0	1	0	1	1	1	0	1	0	1	1	0	1	0.004635209
0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	2	0.0092704181
0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0.004635209
0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0.004635209
0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	2	0.0092704181
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0.004635209
0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	4	0.0185408362
0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0.004635209
0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	2	0.0092704181
0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	3	0.0139056271
0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0.004635209
0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0.004635209
0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	2	0.0092704181
0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	2	0.0092704181
0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0.004635209
0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	5	0.0231760452
0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0.004635209
0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0.004635209
0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	2	0.0092704181
0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0.004635209
0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	19	0.0880689719
0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0.004635209
0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	5	0.0231760452
0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0.004635209
0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0.004635209
0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0.004635209
0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0.004635209
0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	4	0.0185408362
0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0.004635209
0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	6	0.0278112543
0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	7	0.0324464633
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	351	1.6269583758
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.004635209
0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	14	0.0648929267
0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	206	0.9548530639
0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	45	0.2085844072
0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0.0278112543
0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0.004635209
0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	7	0.0324464633
0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	80	0.3708167238
0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0.0139056271
0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	63	0.29201817
0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	23	0.1066098081
0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0.0092704181
0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0.004635209
0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	2	0.0092704181
0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	23	0.1066098081
0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	10	0.0463520905
0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	7	0.0324464633
0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0.004635209
0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0.004635209
0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	17	0.0787985538
0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	2	0.0092704181
0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	19	0.0880689719
0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0.004635209
0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	14	0.0648929267
0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0.004635209
0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	3	0.0139056271
0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	6	0.0278112543
0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	2	0.0092704181
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	303	1.4044683415
0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0.004635209
0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	20	0.092704181
0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	182	0.8436080467
0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0.004635209
0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	64	0.2966533791
0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	0.0139056271
0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0.004635209
0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	5	0.0231760452
0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0.004635209
0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	3	0.0139056271
0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	108	0.5006025772
0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	11	0.0509872995
0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	106	0.4913321591
0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	64	0.2966533791
0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0.004635209
0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	6	0.0278112543
0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	2	0.0092704181
0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	5	0.0231760452
0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	5	0.0231760452
0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	12	0.0556225086
0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	16	0.0741633448
0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	4	0.0185408362
0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	18	0.0834337629
0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	13	0.0602577176
0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0.004635209
0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	2	0.0092704181
0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	3	0.0139056271
0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	29	0.1344210624
0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	34	0.1575971076
0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0.004635209
0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	38	0.1761379438
0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	2	0.0092704181
0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	0.004635209
0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	3	0.0139056271
0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	17	0.0787985538
0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	8	0.0370816724
0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0.0092704181
0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2	0.0092704181
0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0.004635209
0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	3	0.0139056271
0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0.004635209
0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	3	0.0139056271
0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	6	0.0278112543
0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0.004635209
0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	4	0.0185408362
0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0.004635209
0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0.0092704181
0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0.0092704181
0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	2	0.0092704181
0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0.0092704181
0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	30	0.1390562714
0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	19	0.0880689719
0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	14	0.0648929267
0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	13	0.0602577176
0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0.004635209
0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	2	0.0092704181
0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	14	0.0648929267
0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	6	0.0278112543
0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	4	0.0185408362
0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	4	0.0185408362
0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	2	0.0092704181
0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	8	0.0370816724
0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	9	0.0417168814
0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0.004635209
0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	3	0.0139056271
0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0.004635209
0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	3	0.0139056271
0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	2	0.0092704181
0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	1	0.004635209
0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	3	0.0139056271
0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	2	0.0092704181
0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	3	0.0139056271
0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0.004635209
0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0.004635209
0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0.004635209
0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	2	0.0092704181
0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0.004635209
0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0.004635209
0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0.004635209
0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0.004635209
0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0.004635209
0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	2	0.0092704181
0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0.004635209
0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0.004635209
